transaction_amount,user_history_returns,item_category_risk,delivery_distance_km,is_cod,will_return
1580.9843333566769,0,0.8137846879590972,200.07635604317332,0,0
14809.8605807075,0,0.6600272327718844,398.8097605768528,0,0
11697.549154801532,2,0.21894751388535738,23.233729466135134,1,0
3381.3773822455,0,0.7942659973875974,335.65140572555026,1,0
580.0706982922347,0,0.3412352106310923,326.662056641734,1,0
12324.190712595095,3,0.46326091544987347,470.7630606820306,1,0
10749.431485790448,2,0.5209142077513171,358.1169390142149,1,0
11070.603936594316,1,0.7804052835025562,399.1694387295242,1,0
11683.420026946213,4,0.8452859961181288,452.77255284731837,1,1
1573.6474501443101,2,0.8437223022324448,339.150699554534,1,1
5697.7530638919525,3,0.10636334502283251,148.62604930518742,1,0
2180.1013631143805,2,0.8375107884683658,435.5380307938434,0,0
13014.999675196106,1,0.14350957280125787,375.05116914060767,0,0
9537.82283899959,2,0.3126189254539483,215.09661398044227,0,0
5298.021360363413,3,0.5119902837822664,356.7119404617312,1,1
1421.5960791473426,2,0.4839405512035152,434.50599420466534,1,1
5009.243664877102,1,0.5837678351099136,487.9478050386794,0,0
5215.1581693878325,2,0.4835569829896047,476.4139944597324,1,1
11079.289585901928,2,0.8475005437123366,166.03727424825004,1,0
9744.58333465059,1,0.2924390785716696,213.73838829049998,1,0
13364.584767356735,1,0.3192197552307887,59.22061946379878,0,0
7347.116414848265,0,0.8365903485544449,127.53442207393276,1,0
2234.1165661053747,1,0.161391610996205,441.7984982010404,0,0
10842.049414733428,0,0.5876486575238479,183.62071350828268,0,0
11531.383204945012,2,0.6453887616524886,312.1735660044661,0,0
8638.519364757696,2,0.5044333787437916,334.65298106198145,1,1
11679.024109341135,2,0.6553855030585097,392.00549119593944,0,0
7660.036147283666,0,0.2382037168095736,95.48601497158732,1,0
8079.626026038914,2,0.7821057862172319,155.88250163414557,1,1
6699.344766198969,2,0.2120205515759085,226.9264890217994,0,0
868.5773377893802,3,0.42064995545259976,185.5963253129454,0,0
2064.4256914029147,3,0.16020608104656464,491.53809026554643,0,0
955.7231924576466,3,0.5361688630539202,418.29569759078765,1,1
9727.950963324816,2,0.6357966459405113,242.4449435371406,0,1
5058.161725606737,2,0.8529773080762325,440.23796991280165,1,1
7874.27502188819,0,0.6914689567168006,177.0882090537319,0,0
13659.713871928348,2,0.5328823331633209,393.985020325681,1,0
4114.737322658686,2,0.846093613736267,115.71942106269456,0,0
6450.552384016632,2,0.4827494704327012,387.2994123870511,1,1
11455.491508874205,0,0.5489645224790956,230.94443458188553,1,0
3817.5733996285257,0,0.5768788221360767,58.21216389115997,1,0
1616.2086925174983,2,0.42798378070925347,140.26491500501322,0,0
4701.396067249636,1,0.7707861524526594,204.12593889166448,1,0
2837.708665183064,2,0.2481407510760473,375.8999912738964,0,0
13980.61595896731,2,0.5438737522972864,41.12644379182068,1,0
12217.745503684046,4,0.6777866049497552,331.4757625708566,1,1
9684.35446940114,0,0.8231809375012618,359.4267522617576,1,0
13136.178557721907,1,0.8071347171474227,328.691078113247,1,1
12153.24511503716,0,0.5069922315441135,381.53147089294004,0,0
3205.26585384752,0,0.6145291609306733,93.19346493130496,0,0
13442.105478104677,0,0.4153901889034408,295.6161607562035,1,0
8320.462507776934,1,0.4745422103041602,470.86674886592056,1,1
12207.882249878907,2,0.8250126340584396,307.3382135532462,0,0
13493.323848890652,0,0.8445631945539792,307.61149174171175,1,0
5111.0503870920265,1,0.8163312464536158,369.53762284606813,0,0
2095.752905651313,3,0.21069668945091058,169.93609490230023,1,1
3805.0598568581545,1,0.780067217064509,351.7355711541626,0,0
6693.062935080717,3,0.8586909848171843,458.53574749004144,0,1
12361.21410587615,3,0.3889997556588838,10.393259147544782,1,1
12980.593457216979,2,0.5149170315373354,435.7059553488883,1,0
600.8058927022652,1,0.7232762046503968,113.21607397313525,1,0
7905.835887374703,1,0.549662510052519,230.68202048168573,1,0
6552.459545657295,1,0.8947868173649995,426.9121614715558,1,1
3720.5632518255884,1,0.46457069212546276,412.8365030910314,0,0
2238.0478263384007,0,0.6711541689659021,446.50410167239767,0,0
5395.419985352605,2,0.7340729121572354,470.50631235310044,0,0
14172.190706731528,1,0.4952803326067515,226.34269360202052,1,0
5186.442514300951,3,0.7855870445691007,329.9000863464984,1,1
8022.464015278809,2,0.5369236729657572,198.2868280604228,1,1
10693.774903980078,2,0.4293206374413051,178.6047751586221,1,0
5772.629234499763,0,0.18625893908155763,218.63972824584638,0,0
14590.840199453929,2,0.4147308610803394,372.82268671742463,1,0
14455.485776660613,1,0.6871491637866274,253.21316983506867,0,0
4150.843289467781,3,0.8370291293440858,407.9595388519293,1,1
7710.103335439589,2,0.30134352308824824,373.88314621209713,0,0
4862.73549234316,0,0.38418841386440217,15.136838256577667,1,0
4630.1871684732805,4,0.22316879528354097,316.96788776755,1,1
1034.8607366407255,2,0.652578315383175,221.10270603775257,1,1
9338.682842708504,3,0.8681507440079402,231.03134962981508,1,1
7788.845836818492,0,0.6127617758785404,410.09466166559787,0,0
1246.4418931248456,1,0.5936612240049811,276.065953111915,0,0
4540.3737314308655,2,0.5427919444003472,443.3828026121788,1,0
13669.855346516479,2,0.17076459254842924,357.83876823388675,1,1
3973.6474146711003,1,0.6836030611435069,278.65580433820617,0,0
2600.9756453227346,1,0.5816396348394807,378.49629819479634,0,0
7597.065024024664,1,0.6291814150850297,23.982780208076615,1,0
14791.93158460371,2,0.8190488744219373,18.406409139962832,1,0
4009.801436916756,3,0.7271686296488143,46.25791682582177,1,1
10245.965437385239,3,0.7247322017236209,221.5948359478356,1,1
11543.484422266405,1,0.8417470151034782,121.54782208533683,1,0
3945.7443878897952,1,0.8919479611703997,492.2093407358134,0,0
11059.137054871964,1,0.5650261855688478,273.4336188106266,0,0
5832.855424429172,3,0.1871052928249326,332.89579431017347,1,0
9668.434543606902,3,0.4673039262203491,143.01596744211486,1,0
9686.180806032973,2,0.7300809171693156,164.28946975086635,0,0
8268.732919084,1,0.12218025980947936,171.05364749987217,1,0
1809.2016657889203,0,0.14550995068491926,350.8741740493988,0,0
12611.88618604395,1,0.15372622590625706,239.4845728062077,1,0
5151.310942090169,1,0.6848286066626487,261.25340800238683,0,0
3204.5184007978864,1,0.5009333028505377,298.04147616887593,1,0
1091.2395525440768,2,0.39511835481647484,385.56176983791744,1,1
9067.947676229507,3,0.1844936362093888,49.73302551367668,0,0
10324.683246713095,3,0.6857922001647113,389.5525865483167,1,1
740.5235194539142,1,0.3568158484407198,283.801359093214,0,0
7925.349345339574,2,0.31225925605173377,336.2022452033523,1,1
3784.1887403701003,1,0.6218553612428408,167.1381235961772,1,1
9855.005460937024,2,0.5472087140774734,207.64648422414234,1,1
3028.313220572376,0,0.3899285134506413,119.42708072869053,1,0
10518.597202485756,1,0.6131899766444705,489.7534987216156,1,0
6107.662521357793,0,0.3169772163072946,251.01647139260675,1,0
14082.58483668265,1,0.7358642092834614,498.05807331931595,0,0
2494.053690116902,1,0.28345516024612316,247.44405914032683,0,1
5445.462090228749,1,0.22707015630561253,113.77687587011333,1,0
2145.366057988542,0,0.7259515275991,256.18893638474407,1,1
13908.05746503916,2,0.6663136245583465,24.59980804054351,1,1
13221.420624024224,1,0.24611118056143877,452.8610517038659,0,0
4240.153601869756,3,0.19299660215195039,410.18237434124836,1,0
10069.768667495597,0,0.7707192707893536,364.2811577436709,1,0
12349.72190291763,1,0.7212787857573505,306.8642241440177,1,0
8550.411768192203,4,0.36180589895973136,292.01794566682975,0,0
8179.933386162094,1,0.6265579265706933,498.3804659693341,0,0
4006.8582180565495,0,0.19932814923824865,142.60872983986928,0,0
1849.9901331855385,1,0.5056381272381425,390.9437608559611,1,0
13509.628490323237,1,0.1149842336483359,292.79536125576044,1,0
13556.06182886829,2,0.41328150473724434,488.06086916064817,0,0
9679.971130462385,2,0.15987425717712409,414.76257573263496,1,0
5415.93197020616,3,0.480117744125506,499.2699309298484,1,0
5563.538831883583,3,0.43734531748231553,296.22087225891096,0,0
11026.35734361847,2,0.4555080213104449,106.24925898474285,1,1
13508.098769312368,1,0.13626504163839526,254.32508266889326,1,0
13362.753151844201,3,0.3892930730254659,357.0000113550344,1,1
11808.195414935546,1,0.7051870792799332,388.3083911598861,1,1
9809.458869237173,1,0.3951314986828961,5.252444562892066,1,0
1720.0294924282082,1,0.6721375620876645,254.98840880863557,0,0
2843.6163543718994,1,0.39558297890698657,121.44111708547005,0,0
13529.03573364265,1,0.43859155319214915,438.08135746112026,0,0
9293.221365064053,0,0.551113690263413,80.68819480486313,0,1
633.3572484411299,3,0.860545549445666,334.8958435395425,0,1
1971.3373715574655,3,0.18708835731732415,136.7007842108378,0,0
10120.77565206681,3,0.12633101492893895,181.48836089106476,1,0
573.3929657701709,2,0.5863657470480361,470.57683407463816,1,0
2831.7167455537306,1,0.8592776711427411,124.02182207699934,0,0
8456.6399458155,1,0.891778506043772,52.026367102350676,0,0
10532.480366544052,1,0.48733139791360147,39.29602621489179,1,0
9953.438262787708,2,0.4744652968680788,254.78447949923375,0,1
3751.9049871781167,0,0.6159710165961569,322.64718373072253,1,0
10826.59870953927,0,0.5445078057639758,167.01035356758916,1,0
3940.1117687036012,2,0.6072704460912945,346.678572187575,0,0
5218.295623309382,0,0.7991995404303154,35.211690693752715,0,0
11324.12537421135,4,0.6970449355900874,429.380649236824,0,0
9919.677036184612,0,0.4975019133494365,409.2007688209227,0,0
12813.73945216558,0,0.46949156720013574,492.8206543390824,1,0
10035.386938354979,1,0.6116813988104928,468.56996554641347,0,0
8740.474748364339,1,0.46456502753623796,181.3175961398694,1,1
1858.2841335073408,4,0.4662234810125119,202.6413150877107,1,1
5831.879144361786,1,0.11304472142920385,374.2525995017385,0,0
4345.434331385019,1,0.23925130992584676,71.37097211771668,0,0
4037.849828996712,2,0.49081091199660243,160.43728157119324,1,0
14608.65304391046,1,0.7581227672402954,63.6777638029459,1,0
6199.917007668026,5,0.3229816053816993,230.16879229105155,0,1
13434.675050068143,3,0.5181147465049193,278.2421185432322,0,1
9651.510076960312,4,0.3759696678073857,109.52443263156243,1,0
12024.763901353903,2,0.18384319163167123,18.182685022481976,0,1
7788.237850025285,1,0.8666387864570405,361.0811367165089,0,0
8865.106327082207,1,0.7837390962002414,14.902556390953412,0,0
7641.506560373527,2,0.16279393957352511,486.8342914195363,0,0
3331.0233230716453,1,0.6758298099746277,114.69559208748575,0,0
10975.555671291828,2,0.37806392348600015,333.6305455975641,1,0
4571.199255392409,2,0.8958798456494341,220.20210448879462,1,1
852.5815132560806,1,0.3419188158631822,34.53856086686807,1,0
9859.348290653934,1,0.29099075629008,238.7308852840614,0,0
3068.1048514022095,1,0.5543124386443242,260.79651397691583,1,0
14136.649473117257,3,0.7681009306745633,428.0681880059699,1,1
14331.964366537517,1,0.2540150974558384,367.5127894757095,0,0
13765.533658196504,2,0.667522215775465,44.25472500292625,0,0
5867.301153703944,3,0.14912526651289737,108.53552829897122,0,0
724.1209396685776,1,0.8351477944883978,159.3844036863991,0,0
13960.619157522018,0,0.164859932917839,62.62180480008564,1,0
6708.670150601058,3,0.83138510107533,231.16504010267283,1,1
14516.494876133209,2,0.49264579956216226,492.2330494769551,0,0
14472.489667794167,1,0.4584728902367359,259.73333166269197,1,0
12868.63710427672,2,0.8786456636003013,372.2316733199688,0,1
4769.508935008993,0,0.8923073421585753,343.05420986117633,0,0
6083.917064727916,0,0.6201425007688096,425.7061603706083,0,0
12841.481736994425,0,0.20169543348563881,111.78312778047668,1,0
5095.369074766026,2,0.5049360685241621,378.143999538049,0,1
2957.6448269483412,0,0.5233304807645299,441.270843951346,0,0
8573.618305646076,2,0.5115571425082478,89.89736237522017,0,0
14074.244225331324,1,0.5555934708160079,176.66709879506186,0,0
10592.43205178711,1,0.11497977103551255,485.2003733441229,1,0
8765.886966295791,3,0.6689818251764019,391.48998375999724,1,1
1909.0591596761437,1,0.6699154415623905,144.88246210607852,1,0
9417.604787137961,1,0.19237582014231036,284.15117597402104,1,0
14855.780826511818,0,0.5561915539566405,205.14143081049198,1,1
2531.2182209295984,4,0.5546889459486197,247.53276228192928,0,1
8015.779959274183,0,0.6459603361523201,180.8072647384007,0,0
13221.909542955354,4,0.16831815370806485,143.2688541725186,1,1
11241.144957435965,1,0.6012026458128771,339.00770548875226,0,0
10606.728244431386,2,0.32460156059707296,390.3781984676282,1,1
10686.019217813084,1,0.5056023923969376,437.60877575993567,0,0
5712.62169268645,1,0.7186588421632614,81.88833382250309,0,0
4757.0817418351535,1,0.6645167490904107,412.3134842043941,1,0
12235.736754438447,1,0.19512241414239473,131.12640811614645,1,0
12246.644222848121,1,0.5729478296928586,216.53151300547506,0,0
13072.548619411504,1,0.8752932247525909,451.21462449537705,0,0
13741.988012068834,0,0.22541554986800183,229.979282486388,1,0
7914.464783483598,3,0.782325670180332,102.54644935193652,0,0
7771.986272964395,1,0.6620384644430215,84.13498434237331,0,0
12075.280095018239,0,0.7192026503278077,239.12696449280625,0,0
9924.476996277595,3,0.3255666617141164,382.5228498683943,1,1
10678.519720236698,1,0.33031114350387397,498.61654626727915,1,0
12038.993706823465,2,0.8248155646211905,394.7672710732964,1,1
13405.077456354711,1,0.3878656256740469,439.1209196767125,0,0
5400.929774347269,2,0.1504123125542484,375.17701866276957,0,0
5945.952813279188,1,0.5804773628635601,448.24037487427245,0,0
1862.7381276926005,2,0.19985413523347414,42.76530394038706,1,1
8885.062044444523,4,0.7372769931263266,465.3161414959145,1,1
1021.1629700527602,0,0.6133971540008459,201.22104609419978,0,0
7251.171262920672,1,0.7997812041769666,461.1990405238201,1,0
8368.347203259862,0,0.7278697998261082,42.487754542440406,1,1
4654.848155860124,0,0.18969091867055693,359.0452637749622,1,0
9067.082278250657,2,0.4048565411475379,369.16593059175125,1,1
942.2536241162168,0,0.7196481999316698,498.47089020239747,0,0
1041.548736863609,1,0.43387317861306063,385.5833589914578,1,0
12427.708129565044,0,0.8778923878239827,194.3739843787253,1,0
5722.764300463312,0,0.6885923599147594,280.83803305117993,0,0
2342.3774334523296,3,0.11239993335225683,186.44271439246216,1,0
8072.527270794663,3,0.8039885532486691,102.02922942590477,1,1
11664.906519929857,1,0.1806438278948461,128.00865211362537,0,0
3629.404898704226,3,0.2124189793440687,114.89521446578887,1,1
9531.911899375504,1,0.6875939204888407,276.6635884307904,1,0
1737.538242409636,5,0.7919748475443842,453.5495140932872,0,1
1249.3849569448116,1,0.5290797023196449,456.7996799137568,0,0
8204.642157738146,3,0.3312397863566233,32.108069875283626,1,1
8339.209263346544,1,0.3810524362025405,44.55020347118729,0,0
9742.733571723995,2,0.37431146367684487,126.33393330031004,1,1
11028.324338978593,1,0.36134248304760985,131.2544289723901,0,0
14649.855152206752,2,0.2943277374573199,51.9701417434293,0,0
7986.355050367332,0,0.5870936757033864,197.28935388085304,0,0
5182.868857648066,2,0.8203242548520538,295.92406938218716,1,1
12030.199824146202,1,0.34566593046667293,291.19028929673453,1,0
4427.067643300076,1,0.24935543796912968,273.9976922230034,1,0
6865.085600231723,2,0.7708621330971399,172.64260281931112,0,1
1637.6175294628563,1,0.6934266647117626,354.6955642317074,1,0
867.5857795241338,2,0.8446696252479284,414.10955078563035,0,0
14458.402012829913,0,0.23241578848392772,176.40576190631717,0,0
12621.711747426985,0,0.21540105129327325,47.340002853233685,0,0
10591.62598835862,2,0.5331435154439974,151.68347429046898,0,0
6429.817694006913,1,0.5915469238680763,72.99748401457687,0,0
3012.767641027264,1,0.48413875348767166,236.34256997745453,0,0
2768.3371187307475,4,0.5791733090591004,82.18789990145875,0,0
4128.522023386632,2,0.24430381510005708,234.10815504069876,1,0
8463.786638238747,1,0.4836910033312667,114.39643170070065,0,0
10861.640879150904,1,0.6264740487517343,370.67189720388944,1,1
10072.861962407103,1,0.44616515939896295,18.64627921374359,1,0
4559.041505716172,2,0.6435578686532784,279.59942039680317,0,0
14345.546569616314,1,0.46095302444307173,88.89669608542806,1,1
11199.505292088643,3,0.3668796646738218,5.4909729124653985,1,1
8538.133761415309,0,0.3428840376696739,435.2540435920795,0,0
9369.950820398108,0,0.42872164719087047,337.4062549679635,1,0
6584.200905202953,4,0.11847169814576067,53.976696915009086,1,0
4092.099347766783,2,0.6348201107568909,333.7158220035085,1,0
5661.603840443293,2,0.7760845127842095,307.7654297051113,1,1
11488.768601733353,1,0.38370167555449486,239.31156008638564,0,0
708.7055851314601,3,0.13682650891337486,212.53275872067894,0,0
2183.0532873502852,3,0.8894204779084461,444.0995326432888,0,0
1167.0383093154148,2,0.31095860436085354,126.34826984923838,1,1
1090.567633625067,0,0.2012968973526184,202.16347822162473,1,0
12904.178468159605,0,0.39580200637842233,167.9121293829395,1,1
10703.038961010343,0,0.6908456325068453,386.7445093731336,0,0
7375.520521766215,1,0.3351332775124526,458.650326585107,0,0
1918.5953294395215,0,0.5597625631355903,425.6419408764141,1,0
7628.4301891940695,2,0.4324479955497138,399.86344549838543,1,1
7365.340676318202,0,0.19421119382129481,493.461023057191,0,0
3011.42711369522,4,0.36422960999368825,350.08655245314065,0,1
6790.848913950609,0,0.6798964045712533,376.7716266506992,0,0
6278.318648761915,0,0.5896031178651565,491.4872571539844,0,0
9429.82642175714,0,0.1958227039068488,8.460438772591171,1,0
9708.857937580835,2,0.23065792777144686,318.85394633600066,1,0
1156.9081416946456,0,0.6125866874459563,370.79090831687836,1,0
5931.882912083833,2,0.750732331456695,459.3243916098115,1,0
9574.968777856428,1,0.3795795967665354,442.5029305712497,0,0
7795.475749411272,2,0.5762486014747602,421.7705372107282,0,0
12919.102697230674,1,0.23651487100168422,473.16667961114337,1,0
10051.057658474703,2,0.3491010695242591,271.00269801728524,1,1
2862.5491926807304,3,0.11621616453844208,8.425447314489245,0,0
1523.2468373062327,0,0.7146207582396181,10.471927355019716,0,1
9815.079533991577,3,0.42080785581837343,274.59633253083973,0,1
884.4140028535163,3,0.7529004589231632,220.45975823765093,0,0
8993.745928465218,2,0.666698396818181,228.36630141589703,1,1
14133.338500661885,1,0.7629954125827816,203.2003449189683,1,0
8844.375579200245,1,0.3285269356663062,459.27427550016165,1,0
6128.4639299945675,3,0.24808698434227622,182.789323829046,1,0
9827.67916741412,2,0.8775245461213365,428.8323361727262,1,1
7144.6669121269915,1,0.6738622296326956,451.91807292686224,0,0
8411.443445081057,2,0.7672338143413363,252.25337614948262,0,0
14151.239727259615,0,0.11050669896794699,226.2343284957187,1,0
6098.488248111226,0,0.3835692962367093,381.7051990866462,1,0
14437.263175446757,3,0.6942533524618654,355.4458962817418,0,0
13627.584308362924,1,0.16238626639198667,167.62488271512194,1,0
3338.9714544447984,2,0.5538719436551486,55.761322332700054,1,0
1505.7388626898992,1,0.44325821396400256,136.10193809032776,1,0
1961.2810199726864,1,0.11409320571288584,69.85911037708799,1,0
764.2164719474711,1,0.28878046169556115,150.89247650946223,1,0
1869.4229309609618,4,0.3278335912533714,134.60167496249554,1,1
10403.598214537174,0,0.18948795707705798,320.6671548239232,0,0
1532.2354026733203,1,0.6052295277941283,477.47553408511595,1,1
5125.1466392595385,3,0.29391830100151123,344.4431475035894,1,1
12750.692009057091,0,0.3220955996955107,463.69145699196196,1,0
837.443068169475,1,0.8185908785601179,393.14546801117945,1,0
12309.79299753957,1,0.4736984741545116,365.2994229252308,1,0
4586.894234214299,0,0.41370251757541787,209.960660405604,0,0
2213.390000514016,3,0.6790968306517737,165.77327891736746,0,1
10602.688897780185,0,0.8276910375063297,423.90729937409503,1,0
9619.671278308319,2,0.12002906898995508,453.1696502998576,1,0
13223.344196142269,0,0.45859107724431725,228.68183435721136,1,0
11158.530135156343,2,0.5886250848623579,9.486233602388985,1,1
12150.473490580305,1,0.35485047850079166,397.3028741587029,1,0
4589.501302283944,3,0.7179261776985933,146.10907603378436,1,0
3072.873384805981,3,0.8771816562162191,9.894493183375765,0,0
11383.913898792445,2,0.8547418930002266,403.4693366931804,1,1
12199.103719375327,3,0.3127860315039535,261.1200234643646,0,0
14862.324559009763,2,0.28107062274998884,344.17931943754223,0,0
6482.956315215684,1,0.8659924248169769,457.77146146651637,0,0
5894.262243995356,0,0.46690278994517276,272.8810459183622,0,0
11757.987930758954,2,0.2666381784677534,254.08106592658805,0,0
5441.6513336687585,0,0.6655975709043346,148.87775006739045,0,0
13995.981221251688,1,0.3275362591230333,156.07094804777654,0,0
12946.984901723672,0,0.3137975800568419,399.2883226846747,0,0
6720.413396937766,0,0.8033992344622278,227.26947656503884,1,1
11387.630482976712,4,0.22998332270152277,85.9454732610196,1,1
11440.871674227894,2,0.1515143571729891,51.79173818024532,1,0
1995.2960981210229,0,0.3153491521373498,239.09545784658079,1,0
13587.017146853717,3,0.5855563302705631,235.15273669077658,1,0
7826.159400493929,0,0.19847028272261646,328.46184771167106,1,0
12483.633258562253,1,0.47727573782143506,238.17840148384465,0,0
5140.719214943871,2,0.6018696883402559,76.02047354643629,0,0
13485.086813194906,2,0.7789895940745392,256.3624279752642,1,1
6143.4243416453655,1,0.2838956729618035,453.8607549235824,1,0
657.1459464643262,4,0.7538770587062316,83.92349875200514,1,1
13628.038658079324,1,0.28792500890499084,346.4285472839857,1,0
1823.6568133989365,2,0.6414132329917124,298.9603361579356,0,0
5130.047745061015,3,0.4445388571859641,375.5499347223423,1,0
14275.898522236672,0,0.19174499390293614,79.54713534665841,1,0
14283.803630594564,2,0.671410770257479,471.09464176846734,1,0
8814.849377787648,1,0.2742100948392142,312.37838174474354,1,1
9661.63957646209,1,0.24129874081967317,424.30021315711275,0,0
7002.4600686856365,1,0.3866583428715066,127.07034802171663,0,0
4751.556189621936,1,0.6226321958075868,371.009380251991,0,0
5265.6359078637815,2,0.28719718303250225,391.61019864528987,0,0
10251.517613117057,2,0.2469292310255086,201.73045983160245,0,0
11409.43067684636,1,0.10796290057069147,195.05695917729392,1,0
11977.896134024804,2,0.4773144776813789,330.6091511877459,1,1
11949.463070521031,3,0.4429164554521462,51.2368024713069,1,1
1822.4884942060103,2,0.28709419490990107,369.13395435766694,1,1
7669.094418187431,2,0.14292173120775262,26.228946120508407,0,0
1334.602020241342,3,0.4434046996766695,99.34219905480886,0,0
8468.168793694165,1,0.7305640888573051,333.75115983447677,1,1
6902.192269913967,1,0.6722257050617416,53.670215210522095,0,0
13371.710649995346,2,0.7886359118881362,486.06183528101104,1,1
5588.267682005141,0,0.1076661501705245,434.8561236836408,1,1
2197.471738200285,2,0.8731354534436788,315.01965454133455,0,0
2573.37938976612,0,0.3731298021019587,410.43344055632815,1,0
11541.904159903348,1,0.8923182368735718,444.3521240518361,0,0
9464.161918085785,0,0.3020955684814197,133.44044653805014,1,0
1966.2788037804585,1,0.47722911006259583,425.45873603491316,0,0
1719.5486886674628,1,0.38314214126024293,101.42292290061289,0,0
10664.05240615724,2,0.3846085719954421,209.60442075366362,1,1
1555.0635922808062,1,0.7738256789985727,281.3385174680567,1,0
12416.970859710165,2,0.697135151789871,358.37602672164604,1,0
10740.512293769196,1,0.8937211481840385,19.91995227265138,1,1
1679.5573193075465,2,0.59081174617401,148.80215932520355,1,0
1730.1468542352827,1,0.47060528351560216,306.2169536141432,1,0
14806.273888267044,1,0.1720590903575129,181.89749617881378,1,0
5926.926538463745,1,0.8972491356110854,388.63740253659927,1,0
5874.311132469918,2,0.5412245223458263,327.5678197696045,1,1
12285.593725233788,2,0.6603819757521134,121.0287195932492,1,1
14235.10437206595,0,0.42539390975304914,77.23484489820488,1,0
14797.015425431628,1,0.5381725665433887,316.37826182558996,0,0
